tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-0741,Eastbourne,Grass,28,A,20250623,373,200005,4,,Ugo Humbert,L,188,FRA,26.9,132283,,,Lorenzo Sonego,R,191,ITA,30.1,7-5 6-4,3,R16,100,4,2,65,33,24,25,11,0,0,3,3,65,53,38,5,11,4,6,20,2195,48,1171
2025-0741,Eastbourne,Grass,28,A,20250623,372,202385,,LL,Jenson Brooksby,R,188,USA,24.6,132686,8,,Nuno Borges,R,185,POR,28.3,6-4 6-4,3,R16,81,2,1,58,35,29,12,10,1,2,2,0,57,40,25,9,10,2,5,149,405,37,1400
2025-0741,Eastbourne,Grass,28,A,20250623,371,105554,,WC,Daniel Evans,R,175,GBR,35.0,126205,2,,Tommy Paul,R,185,USA,28.1,6-4 3-6 6-3,3,R16,134,4,2,76,43,30,19,14,2,5,6,3,97,53,38,19,14,10,14,170,325,13,2970
2025-0741,Eastbourne,Grass,28,A,20250623,370,211663,,,Joao Fonseca,R,185,BRA,18.8,200267,,,Zizou Bergs,R,185,BEL,26.0,6-7(8) 6-0 6-3,3,R32,128,3,2,90,71,50,14,14,2,3,14,8,102,67,42,15,13,7,12,57,991,50,1079
2025-0741,Eastbourne,Grass,28,A,20250623,369,106218,,,Marcos Giron,R,180,USA,31.9,209260,,,Luciano Darderi,R,183,ITA,23.3,6-4 7-5,3,R32,82,4,0,74,50,31,17,11,5,6,2,3,66,43,29,11,11,2,5,46,1175,56,1004
2025-0741,Eastbourne,Grass,28,A,20250623,368,207985,,,Jacob Fearnley,R,183,GBR,23.9,207925,5,,Flavio Cobolli,R,183,ITA,23.1,6-2 6-2,3,R32,65,4,1,44,35,25,6,8,0,1,1,4,63,36,22,7,8,4,9,51,1048,24,2060
2025-0741,Eastbourne,Grass,28,A,20250623,367,124187,,PR,Reilly Opelka,R,211,USA,27.8,207785,,Q,George Loffhagen,R,188,GBR,24.1,7-6(6) 3-6 7-6(1),3,R32,148,19,4,103,65,51,24,16,5,6,11,6,115,77,61,21,17,4,4,72,858,302,172
2025-0741,Eastbourne,Grass,28,A,20250623,366,105902,,Q,James Duckworth,R,183,AUS,33.4,126846,,Q,Aleksandar Vukic,R,188,AUS,29.2,6-3 6-7(5) 6-1,3,R32,141,10,3,96,63,50,19,15,5,5,5,2,91,55,36,19,13,8,11,106,528,80,758
2025-0741,Eastbourne,Grass,28,A,20250623,365,200221,6,,Alejandro Davidovich Fokina,R,183,ESP,26.0,202358,,LL,Chun Hsin Tseng,R,175,TPE,23.8,7-6(6) 6-2,3,R32,93,2,3,60,40,35,13,10,2,2,3,4,79,48,31,17,10,7,9,28,1770,96,648
2025-0741,Eastbourne,Grass,28,A,20250623,364,126129,,LL,Billy Harris,R,193,GBR,30.4,111815,,WC,Cameron Norrie,L,188,GBR,29.8,6-4 6-4,3,R32,84,4,1,68,48,35,10,10,7,8,0,1,53,35,18,14,10,0,3,142,426,61,952
2025-0741,Eastbourne,Grass,28,A,20250623,363,208233,,Q,Mattia Bellucci,L,175,ITA,24.0,111460,,,Quentin Halys,R,191,FRA,28.6,6-4 6-2,3,R32,68,1,2,49,28,23,16,9,1,1,5,3,49,30,22,7,9,1,4,74,836,47,1174
2025-0741,Eastbourne,Grass,28,A,20250623,362,132283,,,Lorenzo Sonego,R,191,ITA,30.1,206681,,,Fabian Marozsan,R,193,HUN,25.7,6-2 6-4,3,R32,78,1,3,54,32,27,12,9,2,2,2,2,52,39,24,5,9,0,3,48,1171,58,990
2025-0741,Eastbourne,Grass,28,A,20250623,361,132686,8,,Nuno Borges,R,185,POR,28.3,209957,,WC,Jack Pinnington Jones,R,180,GBR,22.2,4-6 6-3 6-3,3,R32,121,7,1,86,65,47,9,14,5,8,3,14,105,68,45,14,14,8,13,37,1400,282,196
2025-0741,Eastbourne,Grass,28,A,20250623,360,202385,,LL,Jenson Brooksby,R,188,USA,24.6,207681,,,Francisco Comesana,R,178,ARG,24.7,7-6(6) 6-4,3,R32,105,2,0,68,44,31,16,11,3,5,6,4,74,52,34,11,11,7,10,149,405,65,914
2025-0741,Eastbourne,Grass,28,A,20250623,359,105554,,WC,Daniel Evans,R,175,GBR,35.0,200175,,,Miomir Kecmanovic,R,183,SRB,25.8,3-6 6-4 6-4,3,R32,129,6,3,95,63,46,13,15,4,8,5,3,78,55,37,11,14,4,8,170,325,49,1146
2025-540,Wimbledon,Grass,128,G,20250630,100,206173,1,,Jannik Sinner,R,191,ITA,23.8,208134,,,Luca Nardi,R,185,ITA,21.9,6-4 6-3 6-0,5,R128,108,9,2,65,38,34,19,13,0,0,3,5,88,48,28,17,12,8,13,1,10430,95,655
2025-540,Wimbledon,Grass,128,G,20250630,101,126846,,,Aleksandar Vukic,R,188,AUS,29.2,202358,,,Chun Hsin Tseng,R,175,TPE,23.8,6-3 6-4 4-6 7-6(5),5,R128,184,11,3,126,67,54,30,21,3,7,12,9,144,85,61,23,20,9,14,93,664,96,643
2025-540,Wimbledon,Grass,128,G,20250630,102,124079,,,Pedro Martinez,R,185,ESP,28.1,207785,,WC,George Loffhagen,R,188,GBR,24.1,2-6 6-2 6-4 6-2,5,R128,159,0,4,99,70,41,17,17,6,12,16,5,95,47,30,17,17,5,14,52,1030,293,185
2025-540,Wimbledon,Grass,128,G,20250630,103,208363,,,Mariano Navone,R,178,ARG,24.3,133430,27,,Denis Shapovalov,L,185,CAN,26.2,3-6 6-4 6-1 6-4,5,R128,148,1,5,104,62,43,27,18,4,7,6,11,111,60,43,21,18,4,10,91,670,30,1676
2025-540,Wimbledon,Grass,128,G,20250630,104,105777,19,,Grigor Dimitrov,R,191,BUL,34.1,106415,,,Yoshihito Nishioka,L,170,JPN,29.7,6-2 6-3 6-4,5,R128,99,26,3,67,49,47,9,14,0,0,1,1,87,54,35,16,13,4,8,21,2155,82,724
2025-540,Wimbledon,Grass,128,G,20250630,105,144895,,,Corentin Moutet,L,180,FRA,26.1,207681,,,Francisco Comesana,R,178,ARG,24.7,6-4 6-4 6-2,5,R128,136,6,7,87,52,44,16,14,4,5,8,10,98,58,38,16,14,11,16,69,894,65,914
2025-540,Wimbledon,Grass,128,G,20250630,106,124116,,,Sebastian Ofner,R,191,AUT,29.1,209098,,,Hamad Medjedovic,R,188,SRB,21.9,7-6(8) 3-1 RET,5,R128,87,9,1,50,30,27,14,8,1,1,7,1,65,47,32,10,8,4,5,165,343,68,896
2025-540,Wimbledon,Grass,128,G,20250630,107,126205,13,,Tommy Paul,R,185,USA,28.1,208902,,WC,Johannus Monday,L,198,GBR,23.4,6-4 6-4 6-2,5,R128,103,9,3,72,46,40,17,14,2,2,7,2,82,48,35,17,14,2,6,13,2970,224,249
2025-540,Wimbledon,Grass,128,G,20250630,108,210097,10,,Ben Shelton,L,193,USA,22.7,106109,,Q,Alex Bolt,L,183,AUS,32.4,6-4 7-6(1) 7-6(4),5,R128,149,15,6,108,72,59,19,17,1,2,7,5,115,78,56,19,17,5,7,10,3130,179,309
2025-540,Wimbledon,Grass,128,G,20250630,109,208014,,,Rinky Hijikata,R,178,AUS,24.3,105676,,,David Goffin,R,180,BEL,34.5,6-3 6-1 6-1,5,R128,76,6,0,65,38,31,20,12,2,2,3,5,63,31,20,11,11,5,11,87,693,63,930
2025-540,Wimbledon,Grass,128,G,20250630,110,105916,,LL,Marton Fucsovics,R,188,HUN,33.3,206499,,,Aleksandar Kovacevic,R,183,USA,26.8,6-3 6-7(5) 6-1 5-7 6-4,5,R128,217,18,7,161,101,84,32,26,8,10,6,4,146,85,64,31,24,5,10,105,564,76,799
2025-540,Wimbledon,Grass,128,G,20250630,111,104792,,,Gael Monfils,R,193,FRA,38.8,200005,18,,Ugo Humbert,L,188,FRA,27.0,6-4 3-6 6-7(5) 7-5 6-2,5,R128,237,28,15,161,91,70,35,25,7,11,10,6,170,108,76,31,26,6,13,48,1165,18,2285
2025-540,Wimbledon,Grass,128,G,20250630,112,206909,29,,Brandon Nakashima,R,188,USA,23.9,207352,,,Bu Yunchaokete,R,185,CHN,23.4,6-4 4-6 7-6(1) 6-4,5,R128,214,21,3,131,88,67,23,21,7,9,14,4,148,92,65,24,21,5,8,34,1650,71,874
2025-540,Wimbledon,Grass,128,G,20250630,113,124187,,,Reilly Opelka,R,211,USA,27.8,207686,,,Alexander Shevchenko,R,185,KAZ,24.5,6-3 7-5 7-6(4),5,R128,115,19,7,106,64,49,25,17,5,7,11,6,93,57,47,12,16,3,7,70,877,98,610
2025-540,Wimbledon,Grass,128,G,20250630,114,132283,,,Lorenzo Sonego,R,191,ITA,30.1,210262,,Q,Jaime Faria,R,188,POR,21.9,6-3 6-4 6-2,5,R128,103,15,0,74,60,48,10,14,2,2,4,6,85,58,41,8,13,5,9,47,1171,116,503
2025-540,Wimbledon,Grass,128,G,20250630,115,105932,,Q,Nikoloz Basilashvili,R,185,GEO,33.3,207518,7,,Lorenzo Musetti,R,185,ITA,23.3,6-2 4-6 7-5 6-1,5,R128,145,15,4,111,52,43,35,19,4,5,6,5,107,63,39,27,18,6,11,126,474,7,4140
2025-540,Wimbledon,Grass,128,G,20250630,116,207733,4,,Jack Draper,L,193,GBR,23.5,202104,,,Sebastian Baez,R,170,ARG,24.5,6-2 6-2 2-1 RET,5,R128,74,10,1,41,27,25,11,9,0,0,1,3,63,42,25,9,10,0,5,4,4650,38,1370
2025-540,Wimbledon,Grass,128,G,20250630,117,105227,,,Marin Cilic,R,198,CRO,36.7,209920,,,Raphael Collignon,R,191,BEL,23.4,6-3 6-4 6-3,5,R128,108,16,0,75,44,37,18,14,3,4,12,9,85,57,39,11,14,8,13,83,722,85,705
2025-540,Wimbledon,Grass,128,G,20250630,118,206681,,,Fabian Marozsan,R,193,HUN,25.7,210317,,Q,James Mccabe,R,188,AUS,21.9,6-1 6-4 6-3,5,R128,118,3,3,83,54,40,18,13,3,3,8,4,93,64,41,10,13,6,11,58,990,181,308
2025-540,Wimbledon,Grass,128,G,20250630,119,144719,,,Jaume Munar,R,183,ESP,28.1,122330,28,,Alexander Bublik,R,196,KAZ,28.0,6-4 3-6 4-6 7-6(5) 6-2,5,R128,204,8,6,151,88,63,34,24,7,12,21,8,148,86,65,28,25,3,9,55,1012,31,1675
2025-540,Wimbledon,Grass,128,G,20250630,120,207925,22,,Flavio Cobolli,R,183,ITA,23.1,202320,,Q,Beibit Zhukayev,R,198,KAZ,24.7,6-3 7-6(7) 6-1,5,R128,106,11,3,85,57,46,21,15,2,2,14,6,89,56,42,15,13,5,8,24,2035,247,229
2025-540,Wimbledon,Grass,128,G,20250630,121,209957,,WC,Jack Pinnington Jones,R,180,GBR,22.2,144869,,,Tomas Martin Etcheverry,R,196,ARG,25.9,7-6(4) 6-3 7-5,5,R128,156,11,5,108,62,51,24,17,7,8,11,4,104,65,51,18,16,10,13,281,196,53,1025
2025-540,Wimbledon,Grass,128,G,20250630,122,106218,,,Marcos Giron,R,180,USA,31.9,200116,,,Camilo Ugo Carabelli,R,185,ARG,26.0,7-6(6) 7-6(4) 6-3,5,R128,159,12,0,108,70,51,22,17,4,7,6,2,124,63,39,31,16,8,12,45,1200,56,1006
2025-540,Wimbledon,Grass,128,G,20250630,123,210150,15,,Jakub Mensik,R,193,CZE,19.8,200384,,,Hugo Gaston,L,173,FRA,24.7,6-1 4-6 6-2 6-2,5,R128,125,20,4,91,56,50,18,17,1,2,6,1,102,57,34,24,16,6,12,17,2356,86,693
2025-540,Wimbledon,Grass,128,G,20250630,124,200282,11,,Alex De Minaur,R,183,AUS,26.3,106148,,,Roberto Carballes Baena,R,183,ESP,32.2,6-2 6-2 7-6(2),5,R128,145,8,3,88,41,33,28,14,4,5,4,4,95,52,34,17,14,5,10,11,3085,74,849
2025-540,Wimbledon,Grass,128,G,20250630,125,209070,,Q,Arthur Cazaux,R,183,FRA,22.8,200443,,,Adam Walton,R,183,AUS,26.2,6-3 7-6(6) 4-6 6-7(5) 6-1,5,R128,254,24,8,163,116,98,17,25,6,7,12,2,176,111,73,40,25,13,17,115,505,90,678
2025-540,Wimbledon,Grass,128,G,20250630,126,200416,,Q,August Holmgren,R,188,DEN,27.1,111460,,,Quentin Halys,R,191,FRA,28.6,7-6(4) 6-3 6-4,5,R128,107,20,6,106,66,56,23,16,4,4,17,7,80,49,42,18,15,2,4,192,285,46,1174
2025-540,Wimbledon,Grass,128,G,20250630,127,207830,21,,Tomas Machac,R,183,CZE,24.7,106000,,,Damir Dzumhur,R,175,BIH,33.1,6-3 6-2 6-4,5,R128,100,7,1,73,50,39,16,14,2,3,1,2,83,48,29,16,13,3,8,23,2110,67,900
2025-540,Wimbledon,Grass,128,G,20250630,128,200175,,,Miomir Kecmanovic,R,183,SRB,25.8,210506,30,,Alex Michelsen,R,193,USA,20.8,6-2 3-6 6-3 3-6 7-6(6),5,R128,193,10,6,147,99,77,25,23,3,5,12,9,151,96,69,30,24,3,6,49,1106,32,1670
2025-540,Wimbledon,Grass,128,G,20250630,129,207411,,,Jesper De Jong,R,180,NED,25.0,111153,,,Christopher Eubanks,R,201,USA,29.1,6-3 6-7(5) 6-7(7) 6-3 7-6(3),5,R128,269,32,15,188,106,84,48,27,12,12,17,7,193,135,99,26,27,8,11,106,548,130,454
2025-540,Wimbledon,Grass,128,G,20250630,130,105554,,WC,Daniel Evans,R,175,GBR,35.1,126652,,WC,Jay Clarke,R,183,GBR,26.9,6-1 7-5 6-2,5,R128,134,6,0,82,46,37,22,14,2,3,6,6,82,47,33,12,13,1,7,154,375,196,283
2025-540,Wimbledon,Grass,128,G,20250630,131,104925,6,,Novak Djokovic,R,188,SRB,38.1,124186,,,Alexandre Muller,R,183,FRA,28.4,6-1 6-7(7) 6-2 6-2,5,R128,199,22,1,103,72,59,19,17,3,3,8,7,172,111,67,25,18,20,27,6,4630,41,1311
2025-540,Wimbledon,Grass,128,G,20250630,132,126203,5,,Taylor Fritz,R,196,USA,27.6,208659,,,Giovanni Mpetshi Perricard,R,203,FRA,21.9,6-7(6) 6-7(8) 6-4 7-6(6) 6-4,5,R128,205,29,2,160,108,92,37,28,0,0,37,13,185,123,101,31,28,4,6,5,4635,36,1411
2025-540,Wimbledon,Grass,128,G,20250630,133,209113,,,Gabriel Diallo,R,203,CAN,23.7,127157,,,Daniel Altmaier,R,188,GER,26.7,6-1 6-2 6-4,5,R128,101,7,1,74,43,33,21,13,4,5,5,3,71,35,21,16,12,6,12,40,1322,57,998
2025-540,Wimbledon,Grass,128,G,20250630,134,122298,,,Botic Van De Zandschulp,R,191,NED,29.7,208286,,,Matteo Arnaldi,R,185,ITA,24.3,7-6(4) 7-6(5) 6-4,5,R128,179,7,4,121,73,58,29,17,5,6,8,7,136,68,53,35,17,5,7,92,670,43,1215
2025-540,Wimbledon,Grass,128,G,20250630,135,200221,26,,Alejandro Davidovich Fokina,R,183,ESP,26.0,200587,,,Brandon Holt,R,185,USA,27.2,6-2 6-4 7-5,5,R128,108,11,3,84,55,44,17,15,2,3,8,1,87,56,39,11,15,4,9,27,1845,99,600
2025-540,Wimbledon,Grass,128,G,20250630,136,209259,,WC,Arthur Fery,R,175,GBR,22.9,200615,20,,Alexei Popyrin,R,196,AUS,25.9,6-4 6-1 4-6 6-4,5,R128,169,6,3,114,67,45,32,18,2,3,20,5,124,72,50,25,19,11,16,461,91,22,2140
2025-540,Wimbledon,Grass,128,G,20250630,137,209260,,,Luciano Darderi,R,183,ITA,23.3,126128,,,Roman Safiullin,R,185,RUS,27.8,7-6(3) 1-6 6-7(2) 6-3 6-1,5,R128,228,9,4,148,90,63,31,24,5,10,17,7,166,95,64,37,23,11,17,59,989,75,831
2025-540,Wimbledon,Grass,128,G,20250630,138,111442,,,Jordan Thompson,R,183,AUS,31.1,200240,,,Vit Kopriva,R,178,CZE,28.0,3-6 4-6 6-3 7-6(1) 6-1,5,R128,217,20,2,158,98,72,35,24,14,16,15,10,149,76,59,38,23,13,16,44,1200,78,757
2025-540,Wimbledon,Grass,128,G,20250630,139,126127,,,Benjamin Bonzi,R,183,FRA,29.0,106421,9,,Daniil Medvedev,R,198,RUS,29.3,7-6(2) 3-6 7-6(3) 6-2,5,R128,187,5,1,119,77,60,29,20,5,7,14,12,146,86,65,26,21,1,4,64,930,9,3420
2025-540,Wimbledon,Grass,128,G,20250630,140,132686,,,Nuno Borges,R,185,POR,28.3,202103,16,,Francisco Cerundolo,R,185,ARG,26.8,4-6 6-3 7-6(5) 6-0,5,R128,148,9,0,113,77,58,23,19,7,10,5,4,116,81,54,14,18,8,14,37,1400,19,2285
2025-540,Wimbledon,Grass,128,G,20250630,141,126129,,,Billy Harris,R,193,GBR,30.4,105583,,LL,Dusan Lajovic,R,183,SRB,35.0,6-3 6-2 6-4,5,R128,112,8,0,93,66,45,17,14,7,8,3,2,75,40,23,20,13,2,7,151,383,118,498
2025-540,Wimbledon,Grass,128,G,20250630,142,208278,,Q,Shintaro Mochizuki,R,175,JPN,22.0,206748,,Q,Giulio Zeppieri,L,183,ITA,23.5,2-6 3-6 6-3 7-6(6) 7-5,5,R128,194,5,5,170,100,75,36,25,9,14,22,7,140,79,63,34,25,4,8,144,413,351,140
2025-540,Wimbledon,Grass,128,G,20250630,143,111575,17,,Karen Khachanov,R,198,RUS,29.1,111456,,,Mackenzie Mcdonald,R,178,USA,30.2,7-5 6-4 6-4,5,R128,131,11,1,106,66,51,24,16,6,7,7,2,92,62,42,15,16,6,10,20,2240,88,689
2025-540,Wimbledon,Grass,128,G,20250630,144,111794,,,Kamil Majchrzak,R,180,POL,29.4,126610,32,,Matteo Berrettini,R,196,ITA,29.2,4-6 6-2 6-4 5-7 6-3,5,R128,187,5,3,134,76,56,36,25,4,8,25,4,136,86,65,22,24,9,15,109,527,35,1515
2025-540,Wimbledon,Grass,128,G,20250630,145,210319,,,Ethan Quinn,R,191,USA,21.3,211902,,WC,Henry Searle,L,193,GBR,19.2,4-6 6-2 7-6(11) 6-2,5,R128,160,13,5,124,76,56,27,19,8,12,7,6,120,68,42,26,19,1,8,89,682,421,106
2025-540,Wimbledon,Grass,128,G,20250630,146,106426,,LL,Cristian Garin,R,185,CHI,29.0,208210,,Q,Chris Rodesch,R,198,LUX,23.9,7-6(8) 6-4 6-4,5,R128,133,6,2,96,67,56,19,16,3,3,7,5,104,72,56,15,16,3,5,110,525,163,346
2025-540,Wimbledon,Grass,128,G,20250630,147,126239,,,Arthur Rinderknech,R,196,FRA,29.9,100644,3,,Alexander Zverev,R,198,GER,28.1,7-6(3) 6-7(8) 6-3 6-7(5) 6-4,5,R128,280,25,3,174,124,98,32,27,9,9,31,5,189,144,110,24,28,9,12,72,873,3,6500
2025-540,Wimbledon,Grass,128,G,20250630,148,111797,,Q,Nicolas Jarry,R,201,CHI,29.7,208029,8,,Holger Rune,R,188,DEN,22.1,4-6 4-6 7-5 6-3 6-4,5,R128,214,31,8,139,84,66,35,26,3,6,7,9,150,90,70,28,25,7,11,143,418,8,3530
2025-540,Wimbledon,Grass,128,G,20250630,149,210530,,,Learner Tien,L,180,USA,19.5,210460,,,Nishesh Basavareddy,R,180,USA,20.1,7-6(5) 6-3 6-2,5,R128,130,8,5,95,56,44,26,15,5,6,3,2,93,57,39,16,14,7,11,62,940,100,595
2025-540,Wimbledon,Grass,128,G,20250630,150,211663,,,Joao Fonseca,R,185,BRA,18.8,207985,,,Jacob Fearnley,R,183,GBR,23.9,6-4 6-1 7-6(5),5,R128,121,11,4,90,64,54,13,15,4,4,4,10,96,63,41,17,14,8,11,54,1016,51,1060
2025-540,Wimbledon,Grass,128,G,20250630,151,202385,,,Jenson Brooksby,R,188,USA,24.6,134868,31,,Tallon Griekspoor,R,188,NED,28.9,6-2 7-5 6-3,5,R128,138,6,3,100,65,48,17,15,4,5,9,10,109,58,41,18,14,13,18,101,577,29,1755
2025-540,Wimbledon,Grass,128,G,20250630,152,208103,23,,Jiri Lehecka,R,185,CZE,23.6,106198,,,Hugo Dellien,R,180,BOL,32.0,4-6 6-2 6-2 7-6(0),5,R128,145,22,3,102,67,56,23,19,1,2,6,2,114,78,51,19,19,4,8,25,1965,79,751
2025-540,Wimbledon,Grass,128,G,20250630,153,208233,,,Mattia Bellucci,L,175,ITA,24.0,200610,,WC,Oliver Crawford,R,180,GBR,26.1,6-7(2) 6-3 6-4 6-4,5,R128,178,21,6,110,62,57,30,21,0,0,5,3,131,71,51,34,20,7,10,73,864,248,229
2025-540,Wimbledon,Grass,128,G,20250630,154,111815,,,Cameron Norrie,L,188,GBR,29.8,105138,,,Roberto Bautista Agut,R,183,ESP,37.2,6-3 3-6 6-4 7-6(3),5,R128,184,18,5,143,100,71,19,20,8,11,6,2,113,83,57,19,20,3,7,61,952,42,1236
2025-540,Wimbledon,Grass,128,G,20250630,155,126207,12,,Frances Tiafoe,R,188,USA,27.4,209284,,,Elmer Moller,R,183,DEN,21.9,6-3 6-4 6-2,5,R128,105,7,4,78,42,37,19,14,1,2,2,13,82,34,24,24,13,6,11,12,2990,117,499
2025-540,Wimbledon,Grass,128,G,20250630,156,126094,14,,Andrey Rublev,R,188,RUS,27.6,111513,,,Laslo Djere,R,188,SRB,30.0,6-0 7-6(5) 6-7(9) 7-6(6),5,R128,195,12,3,142,88,68,37,21,3,3,13,12,163,85,70,35,21,12,15,14,2920,60,961
2025-540,Wimbledon,Grass,128,G,20250630,157,144750,,,Lloyd Harris,R,193,RSA,28.3,200267,,,Zizou Bergs,R,185,BEL,26.0,7-6(7) 7-6(2) 6-7(5) 6-2,5,R128,246,23,4,173,107,78,36,22,12,14,9,17,163,81,60,41,22,9,13,320,159,50,1079
2025-540,Wimbledon,Grass,128,G,20250630,158,105173,,Q,Adrian Mannarino,L,180,FRA,37.0,106331,,,Christopher Oconnell,R,183,AUS,31.0,6-2 6-4 6-3,5,R128,136,3,0,72,42,35,17,13,3,4,4,4,103,55,36,18,14,11,17,123,477,77,775
2025-540,Wimbledon,Grass,128,G,20250630,159,208316,,Q,Valentin Royer,R,188,FRA,24.0,126774,24,,Stefanos Tsitsipas,R,193,GRE,26.8,6-3 6-2 RET,5,R128,77,8,1,50,34,27,10,9,3,3,7,7,60,26,16,18,8,1,4,113,513,26,1920
2025-540,Wimbledon,Grass,128,G,20250630,160,200000,25,,Felix Auger Aliassime,R,193,CAN,24.8,105902,,,James Duckworth,R,183,AUS,33.4,6-2 3-6 6-7(2) 6-4 6-4,5,R128,222,26,11,136,76,65,29,24,2,4,8,7,171,100,66,39,25,10,15,28,1825,103,566
2025-540,Wimbledon,Grass,128,G,20250630,161,105526,,,Jan Lennard Struff,R,193,GER,35.1,209209,,Q,Filip Misolic,R,180,AUT,23.8,6-2 5-7 6-3 6-3,5,R128,126,18,6,103,56,46,30,19,0,1,7,9,127,80,53,22,19,7,12,125,475,111,518
2025-540,Wimbledon,Grass,128,G,20250630,162,210472,,Q,Oliver Tarvet,U,,GBR,21.6,209857,,Q,Leandro Riedi,R,191,SUI,23.4,6-4 6-4 6-4,5,R128,138,7,1,78,47,43,19,15,0,0,3,5,95,62,41,16,15,4,7,733,36,503,77
2025-540,Wimbledon,Grass,128,G,20250630,163,207989,2,,Carlos Alcaraz,R,183,ESP,22.1,104926,,,Fabio Fognini,R,178,ITA,38.1,7-5 6-7(5) 7-5 2-6 6-1,5,R128,277,14,9,189,110,77,41,26,16,21,1,9,168,107,68,34,25,8,15,2,9300,138,437
2025-540,Wimbledon,Grass,128,G,20250630,164,206173,1,,Jannik Sinner,R,191,ITA,23.8,126846,,,Aleksandar Vukic,R,188,AUS,29.2,6-1 6-1 6-3,5,R64,100,12,0,80,51,35,22,11,4,4,3,2,65,38,20,10,11,3,9,1,10430,93,664
2025-540,Wimbledon,Grass,128,G,20250630,165,124079,,,Pedro Martinez,R,185,ESP,28.1,208363,,,Mariano Navone,R,178,ARG,24.3,7-5 7-5 7-6(6),5,R64,196,0,5,129,85,55,24,18,7,10,5,3,109,67,49,17,18,5,10,52,1030,91,670
2025-540,Wimbledon,Grass,128,G,20250630,166,105777,19,,Grigor Dimitrov,R,191,BUL,34.1,144895,,,Corentin Moutet,L,180,FRA,26.1,7-5 4-6 7-5 7-5,5,R64,218,11,7,138,79,58,33,23,5,9,11,4,149,103,66,22,23,8,14,21,2155,69,894
2025-540,Wimbledon,Grass,128,G,20250630,167,124116,,,Sebastian Ofner,R,191,AUT,29.1,126205,13,,Tommy Paul,R,185,USA,28.1,1-6 7-5 6-4 7-5,5,R64,175,9,7,142,67,51,37,21,10,14,5,3,113,60,43,30,20,0,4,165,343,13,2970
2025-540,Wimbledon,Grass,128,G,20250630,168,210097,10,,Ben Shelton,L,193,USA,22.7,208014,,,Rinky Hijikata,R,178,AUS,24.3,6-2 7-5 6-4,5,R64,132,11,4,93,52,39,29,15,3,3,2,2,98,68,42,16,15,8,12,10,3130,87,693
2025-540,Wimbledon,Grass,128,G,20250630,169,105916,,LL,Marton Fucsovics,R,188,HUN,33.3,104792,,,Gael Monfils,R,193,FRA,38.8,6-4 1-6 4-6 7-6(5) 6-4,5,R64,223,1,10,175,109,71,29,24,10,16,3,3,161,102,68,28,25,5,10,105,564,48,1165
2025-540,Wimbledon,Grass,128,G,20250630,170,206909,29,,Brandon Nakashima,R,188,USA,23.9,124187,,,Reilly Opelka,R,211,USA,27.8,7-5 6-2 6-7(6) 6-3,5,R64,146,12,0,112,86,71,18,21,2,2,24,5,130,78,59,24,20,6,10,34,1650,70,877
2025-540,Wimbledon,Grass,128,G,20250630,171,132283,,,Lorenzo Sonego,R,191,ITA,30.1,105932,,Q,Nikoloz Basilashvili,R,185,GEO,33.3,6-1 6-3 6-7(3) 7-6(4),5,R64,181,10,0,120,79,60,26,20,2,4,5,9,131,76,57,22,20,6,12,47,1171,126,474
2025-540,Wimbledon,Grass,128,G,20250630,172,105227,,,Marin Cilic,R,198,CRO,36.7,207733,4,,Jack Draper,L,193,GBR,23.5,6-4 6-3 1-6 6-4,5,R64,159,16,6,104,59,46,27,18,5,7,14,0,109,68,50,19,18,6,9,83,722,4,4650
2025-540,Wimbledon,Grass,128,G,20250630,173,144719,,,Jaume Munar,R,183,ESP,28.1,206681,,,Fabian Marozsan,R,193,HUN,25.7,6-2 6-3 7-6(9),5,R64,137,6,4,104,77,56,15,14,2,3,3,3,101,72,43,16,15,4,9,55,1012,58,990
2025-540,Wimbledon,Grass,128,G,20250630,174,207925,22,,Flavio Cobolli,R,183,ITA,23.1,209957,,WC,Jack Pinnington Jones,R,180,GBR,22.2,6-1 7-6(6) 6-2,5,R64,115,2,4,96,54,35,29,13,2,3,4,4,90,55,33,13,14,3,9,24,2035,281,196
2025-540,Wimbledon,Grass,128,G,20250630,175,210150,15,,Jakub Mensik,R,193,CZE,19.8,106218,,,Marcos Giron,R,180,USA,31.9,6-4 3-6 6-4 7-6(4),5,R64,171,26,6,129,80,64,20,20,9,12,5,3,129,96,64,17,21,4,8,17,2356,45,1200
2025-540,Wimbledon,Grass,128,G,20250630,176,200282,11,,Alex De Minaur,R,183,AUS,26.3,209070,,Q,Arthur Cazaux,R,183,FRA,22.8,4-6 6-2 6-4 6-0,5,R64,168,2,2,97,57,42,25,17,2,4,11,4,120,65,42,22,17,13,20,11,3085,115,505
